file-name,Nc,sample_size,acc_ts,tpr_ts,tnr_ts,best_prob,pos_tr,type1_err,type2_err
n,194,194.0,0.8301886792452831,0.0,1.0,0.4805775582790375,165.0,0.10714285714285714,0.17757009345794392
