num_experiments,mean_y_wo_init,std_y_wo_init,mean_y_w_init,std_y_w_init,mean_y_only_init,std_y_only_init,run_time
78.0,0.4337241379310345,0.10237773079233525,0.37139743589743585,0.15793769785482434,0.19065000000000004,0.15150025577536166,250.4786192973455
